No,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
4703,40,admin.,married,university.degree,unknown,yes,yes,telephone,may,wed,603,5,999,0,nonexistent,no
4704,55,admin.,single,university.degree,unknown,yes,yes,telephone,may,wed,415,1,999,0,nonexistent,no
4705,37,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,179,1,999,0,nonexistent,no
4706,53,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,872,5,999,0,nonexistent,no
4707,36,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,52,1,999,0,nonexistent,no
4708,32,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,490,1,999,0,nonexistent,no
4709,42,admin.,married,high.school,no,yes,no,telephone,may,wed,63,1,999,0,nonexistent,no
4710,52,management,married,university.degree,no,yes,no,telephone,may,wed,27,10,999,0,nonexistent,no
4711,33,services,married,high.school,no,no,yes,telephone,may,wed,425,1,999,0,nonexistent,no
4712,51,admin.,married,professional.course,unknown,no,no,telephone,may,wed,12,11,999,0,nonexistent,no
4713,32,management,single,university.degree,no,yes,no,telephone,may,wed,350,1,999,0,nonexistent,no
4714,33,technician,divorced,professional.course,no,yes,no,telephone,may,wed,103,1,999,0,nonexistent,no
4715,34,services,married,high.school,no,no,no,telephone,may,wed,210,1,999,0,nonexistent,no
4716,34,services,married,high.school,no,no,no,telephone,may,wed,261,1,999,0,nonexistent,no
4717,55,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,115,2,999,0,nonexistent,no
4718,33,management,married,high.school,unknown,yes,no,telephone,may,wed,641,1,999,0,nonexistent,no
4719,34,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,71,1,999,0,nonexistent,no
4720,52,services,married,university.degree,no,yes,no,telephone,may,wed,370,1,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4722,45,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,103,2,999,0,nonexistent,no
4723,34,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,628,1,999,0,nonexistent,no
4724,53,self-employed,married,university.degree,no,yes,no,telephone,may,wed,232,1,999,0,nonexistent,no
4725,43,admin.,married,university.degree,no,no,no,telephone,may,wed,68,1,999,0,nonexistent,no
4726,33,management,married,basic.9y,no,yes,no,telephone,may,wed,192,1,999,0,nonexistent,no
4727,39,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,494,3,999,0,nonexistent,no
4728,29,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,166,7,999,0,nonexistent,no
4729,35,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,151,2,999,0,nonexistent,no
4730,45,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,204,1,999,0,nonexistent,no
4731,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,180,1,999,0,nonexistent,no
4732,37,technician,single,university.degree,no,no,no,telephone,may,wed,494,2,999,0,nonexistent,no
4733,38,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,530,2,999,0,nonexistent,no
4734,35,retired,married,professional.course,no,no,no,telephone,may,wed,759,1,999,0,nonexistent,no
4735,36,technician,married,university.degree,no,no,no,telephone,may,wed,85,1,999,0,nonexistent,no
4736,30,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,445,2,999,0,nonexistent,no
4737,53,entrepreneur,single,basic.9y,no,no,no,telephone,may,wed,345,1,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4739,41,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,16,1,999,0,nonexistent,no
4740,40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,32,1,999,0,nonexistent,no
4741,36,technician,married,university.degree,no,no,no,telephone,may,wed,648,1,999,0,nonexistent,no
4742,36,management,married,high.school,no,no,no,telephone,may,wed,29,1,999,0,nonexistent,no
4743,44,services,divorced,high.school,unknown,no,no,telephone,may,wed,220,1,999,0,nonexistent,no
4744,56,retired,married,high.school,unknown,no,no,telephone,may,wed,151,1,999,0,nonexistent,no
4745,38,management,married,university.degree,no,yes,no,telephone,may,wed,290,2,999,0,nonexistent,no
4746,35,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,634,2,999,0,nonexistent,no
4747,35,management,married,university.degree,no,no,yes,telephone,may,wed,717,3,999,0,nonexistent,no
4748,28,management,married,high.school,unknown,yes,no,telephone,may,wed,249,1,999,0,nonexistent,no
4749,43,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,228,1,999,0,nonexistent,no
4750,30,entrepreneur,married,professional.course,no,no,no,telephone,may,wed,122,1,999,0,nonexistent,no
4751,36,student,single,university.degree,unknown,yes,no,telephone,may,wed,544,1,999,0,nonexistent,no
4752,40,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,951,2,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4754,27,admin.,single,basic.9y,no,yes,yes,telephone,may,wed,264,1,999,0,nonexistent,no
4755,42,technician,divorced,basic.9y,no,no,no,telephone,may,wed,211,1,999,0,nonexistent,no
4756,49,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,97,1,999,0,nonexistent,no
4757,38,technician,married,professional.course,no,yes,yes,telephone,may,wed,192,1,999,0,nonexistent,no
4758,31,admin.,married,high.school,no,yes,no,telephone,may,wed,160,1,999,0,nonexistent,no
4759,57,retired,married,basic.4y,no,no,no,telephone,may,wed,97,1,999,0,nonexistent,no
4760,29,blue-collar,single,basic.6y,no,no,no,telephone,may,wed,244,1,999,0,nonexistent,no
4761,36,management,married,university.degree,no,yes,no,telephone,may,wed,578,2,999,0,nonexistent,no
4762,55,retired,divorced,high.school,unknown,yes,no,telephone,may,wed,359,1,999,0,nonexistent,no
4763,30,services,single,high.school,no,yes,no,telephone,may,wed,190,2,999,0,nonexistent,no
4764,32,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,111,1,999,0,nonexistent,no
4765,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,487,5,999,0,nonexistent,no
4766,48,admin.,married,university.degree,no,yes,no,telephone,may,wed,396,1,999,0,nonexistent,no
4767,30,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,59,8,999,0,nonexistent,no
4768,53,retired,divorced,high.school,no,yes,no,telephone,may,wed,111,3,999,0,nonexistent,no
4769,40,housemaid,single,university.degree,no,no,yes,telephone,may,wed,502,1,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4771,60,technician,divorced,professional.course,unknown,yes,no,telephone,may,wed,202,6,999,0,nonexistent,no
4772,45,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,135,1,999,0,nonexistent,no
4773,56,management,married,university.degree,no,yes,no,telephone,may,wed,29,1,999,0,nonexistent,no
4774,31,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,408,1,999,0,nonexistent,no
4775,56,management,married,university.degree,no,yes,yes,telephone,may,wed,136,1,999,0,nonexistent,no
4776,60,entrepreneur,married,basic.4y,no,no,yes,telephone,may,wed,141,2,999,0,nonexistent,no
4777,34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,103,2,999,0,nonexistent,no
4778,56,management,married,university.degree,no,no,yes,telephone,may,wed,171,1,999,0,nonexistent,no
4779,33,blue-collar,married,basic.6y,unknown,no,no,telephone,may,wed,229,2,999,0,nonexistent,no
4780,29,admin.,single,high.school,no,no,no,telephone,may,wed,93,1,999,0,nonexistent,no
4781,49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,61,1,999,0,nonexistent,no
4782,53,admin.,married,basic.9y,no,no,no,telephone,may,wed,35,1,999,0,nonexistent,no
4783,49,entrepreneur,married,high.school,unknown,no,no,telephone,may,wed,7,12,999,0,nonexistent,no
4784,43,blue-collar,single,professional.course,no,no,no,telephone,may,wed,51,2,999,0,nonexistent,no
4785,38,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,17,7,999,0,nonexistent,no
4786,48,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,504,1,999,0,nonexistent,no
4787,43,admin.,married,high.school,no,no,no,telephone,may,wed,726,1,999,0,nonexistent,no
4788,30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,542,1,999,0,nonexistent,no
4789,31,technician,married,professional.course,no,no,no,telephone,may,wed,257,2,999,0,nonexistent,no
4790,37,services,married,high.school,unknown,no,no,telephone,may,wed,112,1,999,0,nonexistent,no
4791,42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,250,2,999,0,nonexistent,no
4792,59,retired,married,high.school,unknown,no,no,telephone,may,wed,294,2,999,0,nonexistent,no
4793,42,admin.,single,unknown,unknown,yes,yes,telephone,may,wed,303,3,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4795,41,blue-collar,divorced,basic.6y,no,yes,yes,telephone,may,wed,343,1,999,0,nonexistent,no
4796,44,services,married,high.school,no,no,no,telephone,may,wed,206,1,999,0,nonexistent,no
4797,40,admin.,married,university.degree,no,yes,yes,telephone,may,wed,786,2,999,0,nonexistent,no
4798,39,services,married,high.school,no,no,no,telephone,may,wed,178,1,999,0,nonexistent,no
4799,40,admin.,divorced,professional.course,no,no,no,telephone,may,wed,509,1,999,0,nonexistent,no
4800,33,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,161,4,999,0,nonexistent,no
4801,57,services,divorced,high.school,no,yes,yes,telephone,may,wed,125,3,999,0,nonexistent,no
4802,31,admin.,married,high.school,no,yes,yes,telephone,may,wed,159,1,999,0,nonexistent,no
4803,57,housemaid,married,basic.4y,no,no,yes,telephone,may,wed,221,1,999,0,nonexistent,no
4804,48,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,211,1,999,0,nonexistent,no
4805,52,technician,married,high.school,unknown,no,no,telephone,may,wed,68,1,999,0,nonexistent,no
4806,37,blue-collar,single,unknown,unknown,no,no,telephone,may,wed,293,1,999,0,nonexistent,no
4807,42,technician,married,university.degree,unknown,no,no,telephone,may,wed,389,1,999,0,nonexistent,no
4808,33,admin.,single,high.school,no,no,no,telephone,may,wed,240,1,999,0,nonexistent,no
4809,36,services,single,high.school,unknown,no,no,telephone,may,wed,145,1,999,0,nonexistent,no
4810,57,management,married,basic.9y,unknown,yes,no,telephone,may,wed,59,2,999,0,nonexistent,no
4811,51,blue-collar,married,basic.9y,no,yes,yes,telephone,may,wed,39,2,999,0,nonexistent,no
4812,43,admin.,married,high.school,no,yes,no,telephone,may,wed,140,2,999,0,nonexistent,no
4813,55,admin.,single,university.degree,no,yes,no,telephone,may,wed,53,3,999,0,nonexistent,no
4814,41,blue-collar,married,basic.9y,unknown,yes,yes,telephone,may,wed,44,3,999,0,nonexistent,no
4815,27,admin.,single,high.school,unknown,yes,no,telephone,may,wed,212,2,999,0,nonexistent,no
4816,37,management,married,university.degree,unknown,no,no,telephone,may,wed,57,2,999,0,nonexistent,no
4817,37,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,45,13,999,0,nonexistent,no
4818,40,admin.,single,high.school,no,yes,no,telephone,may,wed,738,3,999,0,nonexistent,no
4819,28,unknown,single,basic.9y,unknown,yes,no,telephone,may,wed,102,3,999,0,nonexistent,no
4820,31,management,married,basic.9y,no,no,yes,telephone,may,wed,161,2,999,0,nonexistent,no
4821,32,services,married,high.school,no,yes,yes,telephone,may,wed,383,2,999,0,nonexistent,no
4822,32,services,married,high.school,no,yes,yes,telephone,may,wed,184,9,999,0,nonexistent,no
4823,35,housemaid,married,high.school,no,no,no,telephone,may,wed,122,2,999,0,nonexistent,no
4824,36,technician,divorced,professional.course,no,yes,no,telephone,may,wed,137,2,999,0,nonexistent,no
4825,31,admin.,married,high.school,no,no,no,telephone,may,wed,189,2,999,0,nonexistent,no
4826,38,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,88,2,999,0,nonexistent,no
4827,46,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,418,2,999,0,nonexistent,no
4828,39,self-employed,married,university.degree,no,no,no,telephone,may,wed,17,2,999,0,nonexistent,no
4829,58,management,single,professional.course,no,no,no,telephone,may,wed,233,1,999,0,nonexistent,no
4830,44,technician,divorced,professional.course,no,no,no,telephone,may,wed,445,1,999,0,nonexistent,no
4831,33,admin.,married,university.degree,no,yes,no,telephone,may,wed,623,1,999,0,nonexistent,no
4832,24,services,single,high.school,no,no,no,telephone,may,wed,260,1,999,0,nonexistent,no
4833,33,technician,married,professional.course,no,yes,no,telephone,may,wed,316,1,999,0,nonexistent,no
4834,44,admin.,married,high.school,no,no,no,telephone,may,wed,650,2,999,0,nonexistent,no
4835,30,housemaid,married,high.school,no,yes,no,telephone,may,wed,207,1,999,0,nonexistent,no
4836,36,unemployed,single,basic.4y,unknown,yes,no,telephone,may,wed,226,1,999,0,nonexistent,no
4837,24,services,single,high.school,no,unknown,unknown,telephone,may,wed,1307,1,999,0,nonexistent,no
4838,32,technician,married,professional.course,no,yes,no,telephone,may,wed,104,1,999,0,nonexistent,no
4839,33,admin.,married,high.school,no,no,no,telephone,may,wed,143,1,999,0,nonexistent,no
4840,58,management,married,basic.9y,no,yes,no,telephone,may,wed,187,5,999,0,nonexistent,no
4841,42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,748,1,999,0,nonexistent,no
4842,40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,486,2,999,0,nonexistent,no
4843,29,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,492,1,999,0,nonexistent,no
4844,52,retired,divorced,basic.4y,no,yes,yes,telephone,may,wed,485,1,999,0,nonexistent,no
4845,36,technician,married,university.degree,no,yes,no,telephone,may,wed,197,2,999,0,nonexistent,no
4846,29,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,304,1,999,0,nonexistent,no
4847,46,entrepreneur,married,professional.course,no,yes,no,telephone,may,wed,51,2,999,0,nonexistent,no
4848,58,blue-collar,married,high.school,no,yes,no,telephone,may,wed,836,12,999,0,nonexistent,no
4849,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,394,2,999,0,nonexistent,no
4850,53,unknown,married,high.school,unknown,yes,no,telephone,may,wed,125,1,999,0,nonexistent,no
4851,57,technician,married,high.school,no,no,no,telephone,may,wed,315,1,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4853,40,technician,married,professional.course,unknown,no,no,telephone,may,wed,288,1,999,0,nonexistent,no
4854,37,admin.,divorced,high.school,unknown,yes,yes,telephone,may,wed,354,5,999,0,nonexistent,no
4855,31,technician,married,professional.course,no,unknown,unknown,telephone,may,wed,154,4,999,0,nonexistent,no
4856,29,blue-collar,married,high.school,no,yes,yes,telephone,may,wed,184,2,999,0,nonexistent,no
4857,33,admin.,married,university.degree,no,yes,no,telephone,may,wed,563,2,999,0,nonexistent,no
4858,35,technician,married,professional.course,no,no,no,telephone,may,wed,450,1,999,0,nonexistent,no
4859,47,admin.,married,university.degree,no,yes,no,telephone,may,wed,34,3,999,0,nonexistent,no
4860,26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed,371,1,999,0,nonexistent,no
4861,34,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,518,1,999,0,nonexistent,no
4862,38,admin.,married,university.degree,no,no,no,telephone,may,wed,111,4,999,0,nonexistent,no
4863,46,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,176,4,999,0,nonexistent,no
4864,26,blue-collar,single,basic.4y,no,yes,yes,telephone,may,wed,196,1,999,0,nonexistent,no
4865,30,blue-collar,married,high.school,no,yes,no,telephone,may,wed,85,1,999,0,nonexistent,no
4866,35,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,91,2,999,0,nonexistent,no
4867,40,services,divorced,high.school,no,no,no,telephone,may,wed,172,2,999,0,nonexistent,no
4868,30,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,252,2,999,0,nonexistent,no
4869,30,technician,married,professional.course,no,yes,no,telephone,may,wed,265,1,999,0,nonexistent,no
4870,35,technician,married,university.degree,unknown,no,no,telephone,may,wed,899,1,999,0,nonexistent,no
4871,36,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,588,2,999,0,nonexistent,no
4872,27,blue-collar,single,high.school,no,no,no,telephone,may,wed,393,1,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4874,26,services,divorced,basic.6y,no,yes,no,telephone,may,wed,205,2,999,0,nonexistent,no
4875,43,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,164,2,999,0,nonexistent,no
4876,30,management,married,university.degree,no,unknown,unknown,telephone,may,wed,178,1,999,0,nonexistent,no
4877,33,technician,single,university.degree,no,no,no,telephone,may,wed,127,1,999,0,nonexistent,no
4878,50,unemployed,married,high.school,no,no,yes,telephone,may,wed,38,12,999,0,nonexistent,no
4879,38,technician,married,professional.course,no,no,no,telephone,may,wed,127,2,999,0,nonexistent,no
4880,36,unknown,single,basic.6y,unknown,yes,no,telephone,may,wed,660,1,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4882,35,technician,married,high.school,no,no,no,telephone,may,wed,208,3,999,0,nonexistent,no
4883,42,self-employed,married,university.degree,no,no,no,telephone,may,wed,518,2,999,0,nonexistent,no
4884,55,retired,married,basic.4y,unknown,yes,no,telephone,may,wed,316,1,999,0,nonexistent,no
4885,29,technician,single,university.degree,no,no,no,telephone,may,wed,171,1,999,0,nonexistent,no
4886,29,admin.,single,basic.9y,unknown,no,no,telephone,may,wed,272,1,999,0,nonexistent,no
4887,38,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,143,2,999,0,nonexistent,no
4888,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,572,1,999,0,nonexistent,no
4889,30,admin.,married,university.degree,no,no,no,telephone,may,wed,573,1,999,0,nonexistent,no
4890,58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,244,1,999,0,nonexistent,no
4891,51,entrepreneur,married,basic.4y,unknown,yes,no,telephone,may,wed,384,3,999,0,nonexistent,no
4892,39,technician,divorced,professional.course,no,no,no,telephone,may,wed,240,3,999,0,nonexistent,no
4893,44,unemployed,divorced,high.school,unknown,yes,no,telephone,may,wed,269,2,999,0,nonexistent,no
4894,25,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,488,1,999,0,nonexistent,no
4895,30,management,single,university.degree,no,yes,no,telephone,may,wed,83,1,999,0,nonexistent,no
4896,46,admin.,married,high.school,no,yes,no,telephone,may,wed,100,4,999,0,nonexistent,no
4897,34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,811,2,999,0,nonexistent,no
4898,57,management,married,basic.9y,no,no,no,telephone,may,wed,890,26,999,0,nonexistent,no
4899,47,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,159,2,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4901,36,technician,married,basic.9y,no,no,no,telephone,may,wed,443,2,999,0,nonexistent,no
4902,45,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,1162,2,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4904,28,blue-collar,single,basic.6y,no,no,no,telephone,may,wed,244,2,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4906,49,housemaid,divorced,basic.6y,no,yes,no,telephone,may,wed,295,1,999,0,nonexistent,no
4907,44,technician,married,high.school,unknown,yes,no,telephone,may,wed,139,2,999,0,nonexistent,no
4908,60,retired,married,professional.course,unknown,no,no,telephone,may,wed,280,5,999,0,nonexistent,no
4909,26,admin.,married,basic.9y,no,yes,no,telephone,may,wed,86,2,999,0,nonexistent,no
4910,38,technician,married,professional.course,no,no,no,telephone,may,wed,154,2,999,0,nonexistent,no
4911,58,technician,married,professional.course,unknown,no,no,telephone,may,wed,113,2,999,0,nonexistent,no
4912,29,admin.,single,basic.9y,unknown,yes,no,telephone,may,wed,83,2,999,0,nonexistent,no
4913,49,technician,divorced,university.degree,unknown,yes,yes,telephone,may,wed,297,8,999,0,nonexistent,no
4914,48,management,married,university.degree,no,unknown,unknown,telephone,may,wed,291,2,999,0,nonexistent,no
4915,37,self-employed,married,high.school,no,no,yes,telephone,may,wed,394,2,999,0,nonexistent,no
4916,30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,72,3,999,0,nonexistent,no
4917,27,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,151,2,999,0,nonexistent,no
4918,57,services,divorced,high.school,no,yes,no,telephone,may,wed,312,2,999,0,nonexistent,no
4919,38,technician,single,professional.course,unknown,no,no,telephone,may,wed,474,2,999,0,nonexistent,no
4920,42,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,189,2,999,0,nonexistent,no
4921,52,services,married,high.school,no,no,no,telephone,may,wed,91,3,999,0,nonexistent,no
4922,55,admin.,married,university.degree,unknown,yes,yes,telephone,may,wed,232,2,999,0,nonexistent,no
4923,41,technician,married,professional.course,no,yes,no,telephone,may,wed,446,2,999,0,nonexistent,no
4924,38,admin.,married,high.school,no,no,no,telephone,may,wed,153,4,999,0,nonexistent,no
4925,45,services,divorced,high.school,no,no,no,telephone,may,wed,111,5,999,0,nonexistent,no
4926,57,services,divorced,high.school,no,yes,no,telephone,may,wed,72,3,999,0,nonexistent,no
4927,53,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,559,2,999,0,nonexistent,no
4928,32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,205,2,999,0,nonexistent,no
4929,34,services,married,high.school,unknown,yes,no,telephone,may,wed,189,7,999,0,nonexistent,no
4930,43,management,married,university.degree,no,no,no,telephone,may,wed,237,2,999,0,nonexistent,no
4931,31,admin.,married,high.school,no,no,no,telephone,may,wed,230,2,999,0,nonexistent,no
4932,24,unemployed,single,university.degree,no,no,no,telephone,may,wed,96,2,999,0,nonexistent,no
4933,53,self-employed,married,university.degree,no,yes,no,telephone,may,wed,162,3,999,0,nonexistent,no
4934,32,services,married,high.school,unknown,yes,no,telephone,may,wed,127,2,999,0,nonexistent,no
4935,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,239,2,999,0,nonexistent,no
4936,53,admin.,single,university.degree,unknown,yes,no,telephone,may,wed,222,5,999,0,nonexistent,no
4937,31,technician,married,high.school,no,yes,no,telephone,may,wed,69,4,999,0,nonexistent,no
4938,36,services,single,basic.6y,unknown,yes,yes,telephone,may,wed,501,2,999,0,nonexistent,no
4939,56,admin.,married,university.degree,unknown,no,no,telephone,may,wed,192,1,999,0,nonexistent,no
4940,42,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,wed,273,1,999,0,nonexistent,no
4941,49,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,281,1,999,0,nonexistent,no
4942,32,admin.,single,university.degree,no,yes,no,telephone,may,wed,175,2,999,0,nonexistent,no
4943,47,admin.,married,high.school,no,no,no,telephone,may,wed,465,11,999,0,nonexistent,no
4944,34,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,175,2,999,0,nonexistent,no
4945,56,technician,married,high.school,no,yes,no,telephone,may,wed,87,14,999,0,nonexistent,no
4946,28,admin.,single,high.school,no,yes,no,telephone,may,wed,292,2,999,0,nonexistent,no
4947,34,admin.,single,high.school,no,yes,no,telephone,may,wed,49,1,999,0,nonexistent,no
4948,30,blue-collar,single,high.school,unknown,yes,no,telephone,may,wed,198,1,999,0,nonexistent,no
4949,38,admin.,married,high.school,no,unknown,unknown,telephone,may,wed,23,16,999,0,nonexistent,no
4950,39,technician,married,professional.course,no,unknown,unknown,telephone,may,wed,575,2,999,0,nonexistent,no
4951,31,blue-collar,married,basic.6y,unknown,unknown,unknown,telephone,may,wed,67,5,999,0,nonexistent,no
4952,29,admin.,single,university.degree,no,yes,no,telephone,may,wed,248,3,999,0,nonexistent,no
4953,31,self-employed,married,university.degree,no,no,no,telephone,may,wed,108,2,999,0,nonexistent,no
4954,25,self-employed,single,university.degree,no,yes,no,telephone,may,wed,373,3,999,0,nonexistent,no
4955,40,services,single,university.degree,no,no,no,telephone,may,wed,112,2,999,0,nonexistent,no
4956,35,blue-collar,single,basic.9y,unknown,no,no,telephone,may,wed,395,2,999,0,nonexistent,no
4957,36,services,married,high.school,no,yes,no,telephone,may,wed,229,2,999,0,nonexistent,no
4958,43,services,married,high.school,unknown,unknown,unknown,telephone,may,wed,54,4,999,0,nonexistent,no
4959,49,management,married,university.degree,no,yes,no,telephone,may,wed,135,2,999,0,nonexistent,no
4960,29,blue-collar,married,high.school,no,no,no,telephone,may,wed,357,2,999,0,nonexistent,no
4961,38,unemployed,divorced,university.degree,no,yes,no,telephone,may,wed,152,3,999,0,nonexistent,no
4962,32,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,36,2,999,0,nonexistent,no
4963,35,self-employed,married,university.degree,no,yes,no,telephone,may,wed,206,3,999,0,nonexistent,no
4964,39,self-employed,married,basic.4y,unknown,no,no,telephone,may,wed,389,2,999,0,nonexistent,no
4965,35,services,single,professional.course,unknown,no,no,telephone,may,wed,314,2,999,0,nonexistent,no
4966,54,admin.,married,high.school,no,no,no,telephone,may,wed,66,2,999,0,nonexistent,no
4967,35,admin.,married,university.degree,unknown,yes,no,telephone,may,wed,86,2,999,0,nonexistent,no
4968,32,technician,married,professional.course,no,no,no,telephone,may,wed,489,2,999,0,nonexistent,no
4969,55,technician,married,basic.6y,unknown,yes,no,telephone,may,wed,85,4,999,0,nonexistent,no
4970,30,blue-collar,married,basic.9y,no,no,yes,telephone,may,wed,117,3,999,0,nonexistent,no
4971,50,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,wed,832,2,999,0,nonexistent,no
4972,25,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,149,3,999,0,nonexistent,no
4973,52,management,divorced,university.degree,no,no,no,telephone,may,wed,634,2,999,0,nonexistent,no
4974,43,self-employed,married,basic.9y,no,no,no,telephone,may,wed,173,2,999,0,nonexistent,no
4975,38,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,151,1,999,0,nonexistent,no
4976,45,admin.,married,high.school,no,yes,no,telephone,may,wed,987,3,999,0,nonexistent,no
4977,33,admin.,single,university.degree,no,yes,no,telephone,may,wed,66,13,999,0,nonexistent,no
4978,30,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,139,2,999,0,nonexistent,no
4979,26,services,divorced,basic.6y,no,no,no,telephone,may,wed,281,15,999,0,nonexistent,no
4980,51,services,married,high.school,unknown,no,no,telephone,may,wed,132,1,999,0,nonexistent,no
4981,34,services,married,basic.9y,no,yes,yes,telephone,may,wed,369,2,999,0,nonexistent,no
4982,33,services,divorced,high.school,no,yes,yes,telephone,may,wed,88,3,999,0,nonexistent,no
,,,,,,,,,,,,,,,,
4984,43,blue-collar,married,high.school,unknown,unknown,unknown,telephone,may,wed,671,3,999,0,nonexistent,no
4985,48,services,married,high.school,unknown,yes,no,telephone,may,wed,397,9,999,0,nonexistent,no
4986,56,services,divorced,high.school,unknown,yes,no,telephone,may,wed,935,1,999,0,nonexistent,no
4987,37,management,married,university.degree,no,yes,no,telephone,may,wed,189,2,999,0,nonexistent,no
4988,31,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,wed,165,2,999,0,nonexistent,no
4989,50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,wed,21,3,999,0,nonexistent,no
4990,38,entrepreneur,married,basic.6y,no,unknown,unknown,telephone,may,wed,234,2,999,0,nonexistent,no
4991,32,admin.,single,university.degree,no,no,no,telephone,may,wed,81,2,999,0,nonexistent,no
4992,35,admin.,single,high.school,no,yes,no,telephone,may,wed,59,2,999,0,nonexistent,no
4993,50,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,233,3,999,0,nonexistent,no
4994,33,self-employed,divorced,unknown,no,no,no,telephone,may,wed,1161,4,999,0,nonexistent,no
